"MouseID","Area","Perim.","Mean","StdDev","Mode","Min","Max","Median","Skew","Kurt","Major","Minor","Angle","Circ.","AR","Round","Solidity","Feret","FeretAngle","MinFeret","IntDen","RawIntDen","TumourCalling"
"89704-0",1.129,4.551,89.632,9.605,95,54,126,90,-0.188,0.105,1.784,0.806,163.021,0.685,2.213,0.452,0.939,1.717,164.827,0.815,101.203,128263,"Ad"
"89704-1",6.504,11.202,98.94,21.588,116,0,155,103,-1.745,5.359,3.56,2.326,174.932,0.651,1.53,0.653,0.964,3.649,171.87,2.38,643.498,782816,"Ad"
"89704-1",15.338,19.317,92.546,26.487,0,0,135,97,-1.655,3.655,5.351,3.65,111.551,0.517,1.466,0.682,0.827,5.502,120.708,4.159,1419.496,1726819,"Ad"
"89704-1",11.127,14.013,101.936,26.805,127,0,140,108,-1.605,3.503,4.661,3.04,13.256,0.712,1.533,0.652,0.962,4.833,13.377,3.141,1134.236,1379800,"Ad"
"89704-1",8.99,11.774,114.406,21.725,142,16,146,118,-0.6,-0.473,3.543,3.231,154.476,0.815,1.097,0.912,0.973,3.655,163.129,3.247,1028.477,1251144,"Ad"
"89704-1",0.619,4.052,87.313,19.899,79,23,131,86,-0.307,-0.371,1.009,0.781,65.058,0.474,1.291,0.775,0.82,1.206,61.607,0.917,54.046,65747,NA
"89704-1",4.021,388.701,73.667,9.483,80,0,120,75,-1.228,8.506,2.634,1.944,36.94,0.000334,1.355,0.738,0.88,95.294,28.179,72.422,296.182,360306,"nAd"
"89704-1",9.528,13.939,96.433,19.625,104,0,133,99,-1.103,3.099,3.968,3.057,135.732,0.616,1.298,0.77,0.929,4.39,145.376,3.201,918.83,1117758,"Ad"
"89704-1",0.214,2.246,79.273,13.937,73,27,125,78,0.235,1.536,0.731,0.372,178.692,0.533,1.962,0.51,0.805,0.805,4.086,0.453,16.943,20611,"nAd"
"89704-1",4.353,9.078,87.162,18.473,104,0,126,91,-2.444,8.711,2.614,2.12,6.819,0.664,1.233,0.811,0.938,2.95,15.792,2.164,379.386,461524,"Ad"
"89704-1",11.988,15.72,105.762,26.866,134,0,144,111,-0.999,1.517,4.032,3.786,163.431,0.61,1.065,0.939,0.941,4.662,175.061,3.76,1267.927,1542435,"Ad"
"89704-1",4.465,8.58,91.035,20.142,104,0,125,97,-2.717,9.262,2.693,2.111,60.6,0.762,1.276,0.784,0.952,2.886,69.044,2.255,406.494,494500,"Ad"
"89704-1",0.635,3.525,70.225,6.412,72,18,90,70,-0.668,4.947,0.972,0.833,130.848,0.643,1.167,0.857,0.893,1.067,120.7,0.895,44.623,54284,"Ad"
"89704-1",12.88,14.813,104.38,24.277,120,0,143,111,-2.27,6.704,5.389,3.043,139.909,0.738,1.771,0.565,0.96,5.47,156.525,2.995,1344.46,1635537,"Ad"
"89704-1",3.476,7.624,83.181,24.527,0,0,129,89,-2.135,4.821,2.218,1.995,122.916,0.752,1.112,0.9,0.959,2.354,124.077,2.074,289.167,351772,"Ad"
"89704-1",1.098,4.869,73.38,10.235,80,0,110,74,-3.753,24.573,1.233,1.134,177.435,0.582,1.086,0.92,0.937,1.348,156.161,1.154,80.588,98036,"Ad"
"89704-1",2.854,7.497,78.091,22.155,94,0,122,82,-2.05,4.819,2.269,1.602,15.607,0.638,1.417,0.706,0.917,2.453,44.526,1.625,222.879,271132,"Ad"
"89704-1",1.988,6.827,69.638,15.97,69,0,111,70,-1.354,4.382,1.809,1.399,105.629,0.536,1.294,0.773,0.901,1.948,132.614,1.488,138.417,168385,"Ad"
"89704-1",1.215,5.483,85.98,11.737,92,0,132,87,-2.251,15.022,1.409,1.098,13.302,0.508,1.283,0.779,0.878,1.587,16.798,1.106,104.463,127079,"Ad"
"89704-1",4.567,10.451,83.396,19.45,92,0,131,87,-2.412,7.907,2.875,2.023,158.171,0.525,1.421,0.704,0.928,3.12,162.897,2.167,380.886,463348,"Ad"
"89704-1",2.395,7.781,75.617,17.288,82,0,131,78,-2.326,9.072,2.33,1.309,38.892,0.497,1.78,0.562,0.874,2.621,30.211,1.542,181.071,220273,"Ad"
"89704-1",9.975,15.827,102.755,23.3,125,0,141,106,-1.273,3.105,5.162,2.46,14.692,0.5,2.098,0.477,0.922,5.718,15.709,2.781,1024.928,1246826,"Ad"
"89704-1",4.096,9.236,89.598,24.844,0,0,129,94,-1.732,3.87,2.736,1.906,41.54,0.603,1.436,0.697,0.915,3.016,53.893,1.983,367.011,446469,"Ad"
"89704-1",4.139,8.328,97.688,23.284,115,0,148,103,-2.033,5.683,2.994,1.76,24.601,0.75,1.702,0.588,0.967,3.11,34.862,1.757,404.323,491859,"Ad"
"89704-1",0.845,4.308,76.328,14.016,69,0,135,77,-0.831,9.181,1.104,0.974,102.818,0.572,1.133,0.882,0.863,1.179,85.815,1.085,64.501,78465,"Ad"
"89704-1",7.194,10.862,87.55,23.047,97,0,145,93,-2.077,5.423,3.325,2.755,9.582,0.766,1.207,0.829,0.957,3.561,13.029,2.947,629.871,766239,"Ad"
"89704-1",3.258,7.512,85.253,18.677,76,0,121,87,-2.284,8.191,2.14,1.938,41.876,0.725,1.104,0.906,0.963,2.22,35.538,1.994,277.729,337858,"Ad"
"89704-1",0.938,4.25,77.929,15.778,78,0,105,79,-1.611,4.841,1.123,1.064,51.965,0.653,1.056,0.947,0.874,1.36,24.944,1.097,73.092,88917,"Ad"
"89704-1",3.536,8.402,78.574,17.638,78,0,132,79,-1.904,7.25,3.11,1.448,175.615,0.629,2.148,0.466,0.927,3.067,159.193,1.493,277.803,337948,"Ad"
"89704-2",0.355,3.906,71.346,14.611,70,22,125,71,0.178,1.417,0.812,0.557,166.082,0.293,1.459,0.685,0.756,0.942,164.745,0.659,25.34,33390,"nAd"
"89704-2",2.76,7.02,73.933,20.998,72,0,122,78,-2.138,5.21,2.06,1.706,174.975,0.704,1.208,0.828,0.964,2.112,164.876,1.725,204.065,268895,"Ad"
"89704-2",6.561,10.015,90.577,25.801,107,0,136,96,-1.388,2.541,2.996,2.788,156.393,0.822,1.075,0.931,0.972,3.201,164.529,2.804,594.32,783130,"Ad"
"89704-2",1.941,6.453,72.466,13.183,68,0,115,71,-0.128,1.624,1.797,1.375,47.726,0.586,1.307,0.765,0.939,1.819,57.995,1.422,140.676,185368,"Ad"
"89704-2",9.177,12.863,78.848,22.334,0,0,138,85,-1.601,3.58,4.022,2.905,21.025,0.697,1.384,0.722,0.965,4.083,29.505,2.951,723.558,953425,"Ad"
"89704-2",0.514,2.981,69.205,7.81,72,8,85,71,-1.766,7.658,0.831,0.787,135.454,0.726,1.057,0.946,0.946,0.871,145.305,0.81,35.556,46852,"Ad"
"89704-2",1.547,4.619,99.052,11.483,110,0,116,101,-2.27,11.984,1.459,1.349,61.563,0.911,1.081,0.925,0.971,1.493,52.496,1.368,153.198,201867,"Ad"
"89704-2",2.211,6.832,66.286,14.483,64,0,121,66,-1.02,6.545,2.146,1.312,175.136,0.595,1.635,0.612,0.923,2.325,174.56,1.35,146.588,193157,"Ad"
"89704-2",2.084,5.495,74.762,20.481,74,0,129,77,-1.941,5.333,1.828,1.452,14.031,0.867,1.259,0.794,0.972,1.859,11.976,1.488,155.801,205297,"Ad"
"89704-2",1.323,5.123,71.045,19.726,75,0,122,75,-2.388,6.597,1.837,0.917,147.537,0.633,2.004,0.499,0.887,1.873,143.973,0.983,93.977,123832,"Ad"
"89704-2",3.787,8.237,82.21,27.436,0,0,150,86,-1.295,2.069,2.621,1.84,3.82,0.701,1.425,0.702,0.96,2.813,8.448,1.951,311.325,410230,"Ad"
"89704-2",2.96,7.572,72.303,17.959,78,0,129,75,-1.764,5.63,2.04,1.847,78.367,0.649,1.104,0.906,0.964,2.098,93.764,1.873,213.998,281983,"Ad"
"89704-2",0.917,4.778,79.084,29.006,66,0,155,78,-0.316,1.437,1.245,0.938,144.73,0.505,1.327,0.753,0.882,1.405,131.82,1.041,72.5,95533,"Ad"
"89704-2",3.873,7.981,97.085,28.894,121,0,156,104,-1.39,2.222,2.545,1.938,110.484,0.764,1.313,0.761,0.964,2.806,121.35,1.983,376.055,495524,"Ad"
"89704-2",2.856,8.195,73.987,23.612,0,0,150,74,-0.94,2.661,2.125,1.711,174.963,0.534,1.242,0.805,0.95,2.201,171.363,1.736,211.288,278412,"Ad"
"89704-2",3.889,8.04,97.21,25.452,123,0,148,101,-0.994,1.405,2.473,2.002,111.071,0.756,1.235,0.81,0.976,2.743,123.53,2.011,378.014,498105,"Ad"
"89704-2",0.766,3.968,80.784,26.959,0,0,140,85,-1.409,2.819,1.22,0.8,166.121,0.612,1.525,0.656,0.886,1.343,151.858,0.854,61.92,81592,"Ad"
"89704-2",0.855,4.052,86.846,16.253,97,0,124,89,-1.702,6.881,1.171,0.929,6.189,0.654,1.26,0.794,0.882,1.186,30.735,1.028,74.212,97789,"Ad"
"89704-3",0.625,3.436,123.074,22.049,120,29,163,126,-0.805,0.698,1.123,0.709,106.288,0.666,1.584,0.631,0.868,1.205,107.199,0.795,76.953,102521,"nAd"
"89704-3",4.408,9.593,85.996,23.643,88,0,146,87,-1.036,2.77,2.642,2.124,73.788,0.602,1.244,0.804,0.941,2.763,59.621,2.199,379.097,505052,"Ad"
"89704-3",0.234,2.691,73.224,12.24,74,21,96,74,-0.823,1.208,0.635,0.469,103.168,0.406,1.354,0.738,0.723,0.752,79.509,0.575,17.148,22846,"nAd"
"89704-3",0.497,3.075,77.455,8.57,84,51,130,78,0.318,2.907,0.798,0.793,126.737,0.661,1.006,0.994,0.872,0.937,164.745,0.825,38.488,51275,"nAd"
"89704-3",1.75,7.161,74.093,16.328,68,0,140,73,-0.673,4.621,1.838,1.213,143.349,0.429,1.515,0.66,0.875,1.948,152.354,1.275,129.694,172785,"nAd"
"89704-3",7.834,11.372,98.376,26.521,82,0,157,98,-0.606,1.355,3.771,2.645,101.782,0.761,1.426,0.701,0.977,3.797,110.266,2.63,770.686,1026747,"Ad"
"89704-3",0.667,3.765,76.741,14.053,74,48,139,74,1.586,2.966,0.981,0.865,50.067,0.591,1.135,0.881,0.884,1.13,39.094,0.911,51.151,68146,"Ad"
"89704-3",5.667,10.322,97.255,23.112,109,0,152,102,-1.612,4.282,2.899,2.489,61.506,0.668,1.165,0.858,0.957,3.163,70.78,2.554,551.157,734279,"Ad"
"89704-3",3.023,8.135,77.091,21.645,88,0,158,80,-1.089,4.415,2.08,1.85,139.786,0.574,1.124,0.889,0.934,2.169,153.759,1.918,233.023,310445,"Ad"
"89704-3",4.609,10.552,88.951,26.587,0,0,151,91,-0.987,1.734,3.626,1.618,174.485,0.52,2.241,0.446,0.907,3.81,167.963,1.834,410.018,546247,"Ad"
"89704-3",1.105,5.239,75.245,12.85,81,19,103,77,-0.801,0.955,1.216,1.157,52.373,0.506,1.051,0.951,0.881,1.383,97.97,1.205,83.138,110761,"Ad"
"89704-3",6.467,10.58,102.756,28.148,133,0,164,108,-1.242,2.115,3.013,2.733,135.483,0.726,1.102,0.907,0.957,3.263,164.914,2.676,664.552,885349,"Ad"
"89704-3",3.86,9.062,86.732,18.997,91,0,144,88,-1.283,5.351,2.755,1.784,165.2,0.591,1.544,0.648,0.921,3.031,167.471,1.846,334.754,445976,"Ad"
"89704-3",2.457,8.76,77.332,21.952,74,0,149,75,-0.261,1.932,1.834,1.706,111.33,0.402,1.075,0.93,0.87,2.148,52.253,1.898,190.043,253185,"Ad"
"89704-3",1.771,6.082,89.258,25.7,103,0,151,94,-1.718,3.935,1.557,1.448,21.233,0.601,1.076,0.929,0.918,1.735,15.573,1.472,158.048,210559,"Ad"
"89704-3",2.232,6.001,81.321,15.906,87,0,129,83,-1.508,5.485,1.902,1.494,87.808,0.779,1.273,0.785,0.949,1.919,99.866,1.562,181.534,241849,"Ad"
"89704-3",3.384,7.379,88.955,18.728,103,0,145,92,-1.747,5.982,2.316,1.86,152.437,0.781,1.245,0.803,0.973,2.342,155.833,1.902,301.068,401098,"Ad"
"89704-3",2.22,7.189,89.25,21.987,112,0,152,91,-1.067,3.378,2.126,1.33,158.548,0.54,1.599,0.625,0.92,2.153,165.256,1.41,198.163,264002,"Ad"
"89704-3",0.968,5.326,67.261,8.116,67,45,113,67,0.687,2.495,1.435,0.859,166.474,0.429,1.671,0.598,0.853,1.465,159.193,0.959,65.078,86700,"Ad"
"89704-3",8.164,12.189,97.246,24.871,109,0,155,101,-1.1,2.253,3.966,2.621,31.663,0.691,1.513,0.661,0.934,4.089,32.412,2.772,793.956,1057748,"Ad"
"89704-3",0.571,2.817,136.962,11.859,146,73,151,141,-1.65,3.078,0.88,0.827,139.264,0.905,1.065,0.939,0.952,0.905,125.134,0.844,78.235,104228,"nAd"
"89704-3",2.283,6.529,84.926,26.237,0,0,155,88,-1.096,2.019,1.793,1.621,61.598,0.673,1.107,0.904,0.952,1.962,54.09,1.667,193.853,258260,"Ad"
"89705-0",2.877,9.511,73.777,18.322,76,0,113,75,-1.122,2.842,2.396,1.529,128.213,0.4,1.566,0.638,0.891,2.63,138.991,1.708,212.291,256671,"Ad"
"89705-0",2.841,8.22,78.106,18.88,82,0,130,76,0.112,0.063,2.278,1.588,163.797,0.528,1.435,0.697,0.901,2.672,145.968,1.655,221.904,268294,"Ad"
"89705-0",6.512,12.622,90.898,25.55,0,0,138,93,-1.063,2.297,3.68,2.253,176.681,0.514,1.634,0.612,0.947,3.896,171.511,2.329,591.902,715640,"Ad"
"89705-0",3.546,9.358,82.025,24.987,92,0,147,83,-0.716,1.902,3.003,1.503,148.547,0.509,1.997,0.501,0.86,3.126,140.599,1.779,290.839,351640,"Ad"
"89705-0",4.035,9.562,84.171,29.623,0,0,131,90,-1.592,2.281,2.66,1.931,31.615,0.555,1.378,0.726,0.947,2.719,23.039,2.007,339.592,410584,"Ad"
"89705-0",3.394,9.827,66.393,14.416,65,0,115,65,-0.087,1.193,2.386,1.811,17.745,0.442,1.318,0.759,0.913,2.497,28.926,1.889,225.31,272412,"Ad"
"89705-0",8.553,12.911,92.465,25.193,124,0,136,96,-0.948,1.308,4.186,2.601,22.204,0.645,1.609,0.621,0.956,4.47,21.117,2.731,790.855,956185,"Ad"
"89705-0",1.039,4.674,95.834,15.791,100,2,137,98,-0.646,2.452,1.602,0.826,9.72,0.598,1.939,0.516,0.88,1.698,10.739,0.892,99.555,120367,"Ad"
"89705-0",0.897,4.078,80.463,12.237,70,34,122,81,-0.182,0.22,1.26,0.907,77.483,0.678,1.388,0.72,0.889,1.312,63.997,0.982,72.207,87302,"Ad"
"89705-0",0.856,4.657,74.946,14.037,77,30,137,74,1.083,2.726,1.281,0.851,173.298,0.496,1.506,0.664,0.893,1.352,150.709,0.934,64.157,77569,"Ad"
"89705-0",0.317,2.49,77.606,13.849,77,0,102,77,-0.762,2.699,0.895,0.45,143.56,0.642,1.987,0.503,0.822,0.888,150.945,0.53,24.584,29723,"Ad"
"89705-0",2.133,6.6,73.545,12.76,74,0,125,73,-0.826,7.958,2.393,1.135,173.776,0.615,2.109,0.474,0.925,2.477,170.647,1.196,156.877,189672,"Ad"
"89705-0",0.998,4.291,79.746,11.779,80,11,102,81,-1.139,3.474,1.412,0.9,154.377,0.681,1.57,0.637,0.924,1.488,131.082,0.888,79.611,96254,"Ad"
"89705-0",0.383,2.581,74.315,14.943,81,0,97,78,-1.811,5.438,0.918,0.531,76.601,0.722,1.729,0.578,0.89,0.931,98.881,0.56,28.459,34408,"Ad"
"89705-0",2.246,7.727,92.179,22.244,101,0,149,98,-1.7,4.543,1.917,1.492,5.225,0.473,1.284,0.779,0.907,2.023,165.174,1.553,207.069,250357,"Ad"
"89705-0",0.384,2.683,72.045,18.705,76,0,98,76,-2.104,5.648,0.922,0.53,61.513,0.67,1.741,0.575,0.879,0.936,47.49,0.574,27.649,33429,"Ad"
"89705-0",0.649,3.598,80.183,9.987,86,24,98,82,-0.867,1.063,0.94,0.88,28.196,0.63,1.068,0.937,0.882,1.05,9.462,0.908,52.061,62944,"Ad"
"89705-1",0.678,3.947,123.228,13.956,131,41,146,126,-1.048,1.648,1.095,0.788,2.114,0.547,1.39,0.72,0.916,1.168,8.531,0.779,83.492,100184,"nAd"
"89705-1",0.363,2.819,117.136,18.103,107,73,170,118,0.113,-0.484,0.998,0.463,150.849,0.573,2.156,0.464,0.795,1.004,161.565,0.583,42.464,50954,"nAd"
"89705-1",0.216,1.935,103.154,9.243,99,67,121,103,-0.624,0.81,0.597,0.46,14.155,0.725,1.298,0.77,0.871,0.641,172.235,0.482,22.265,26717,"nAd"
"89705-1",0.996,4.687,117.326,20.056,119,15,156,119,-1.607,5.083,1.448,0.876,9.733,0.57,1.653,0.605,0.94,1.463,14.859,0.895,116.844,140204,"nAd"
"89705-2",1.09,5.01,63.607,7.782,64,18,81,65,-1.046,2.26,1.414,0.982,16.186,0.546,1.44,0.694,0.853,1.593,31.675,1.125,69.335,83325,"nAd"
"89705-2",0.218,2.215,67.221,8.221,70,34,85,68,-0.819,1.331,0.791,0.351,4.69,0.559,2.256,0.443,0.817,0.826,12.095,0.459,14.655,17612,"nAd"
"89705-2",1.738,7.31,64.073,16.104,64,0,99,67,-1.839,4.347,1.774,1.247,176.209,0.409,1.423,0.703,0.801,1.962,138.576,1.352,111.375,133849,"nAd"
"89705-2",0.287,2.286,74.328,8.037,78,36,88,75,-0.814,1.231,0.81,0.451,6.341,0.69,1.796,0.557,0.916,0.925,3.576,0.462,21.337,25643,"nAd"
"89705-2",2.501,9.617,71,18.702,75,0,117,74,-1.489,3.228,2.177,1.463,143.105,0.34,1.488,0.672,0.781,2.424,141.766,1.799,177.592,213427,"nAd"
"89705-2",2.31,8.807,64.717,11.456,73,0,85,67,-2.634,10.411,2.192,1.342,44.822,0.374,1.633,0.612,0.862,2.391,41.576,1.469,149.49,179655,"nAd"
"89705-2",0.349,3.374,63.017,6.413,62,15,73,64,-2.667,14.497,0.722,0.615,54.101,0.385,1.174,0.852,0.745,0.898,42.397,0.756,21.971,26404,"nAd"
"89705-2",0.523,3.182,71.938,8.489,72,40,92,72,-0.114,-0.454,0.978,0.68,22.21,0.648,1.437,0.696,0.875,1.102,42.879,0.755,37.592,45177,"nAd"
"89705-2",0.647,4.682,69.292,8.435,67,0,98,68,-0.642,7.257,0.952,0.866,5.181,0.371,1.099,0.91,0.825,1.12,34.509,0.967,44.858,53909,"nAd"
"89705-2",0.577,3.455,73.707,11.406,68,35,101,72,0.017,-0.529,0.873,0.842,44.359,0.608,1.037,0.964,0.843,1.045,50.599,0.89,42.564,51153,"nAd"
"89705-2",2.114,8.142,76.449,23.747,73,0,146,77,-0.844,1.386,1.801,1.495,154.222,0.401,1.205,0.83,0.904,2.049,147.653,1.594,161.577,194180,"nAd"
"89705-2",0.217,2.226,78.211,12.497,80,21,100,80,-1.406,2.959,0.757,0.365,9.222,0.551,2.071,0.483,0.791,0.844,7.853,0.462,16.986,20413,"nAd"
"89705-2",3.543,11.521,70.464,18.661,75,0,129,73,-1.664,4.607,3.431,1.315,7.558,0.335,2.609,0.383,0.817,3.414,175.638,1.571,249.658,300035,"nAd"
"89705-2",0.686,4.011,75.886,12.916,82,27,122,78,-0.304,0.09,1.114,0.784,85.381,0.536,1.421,0.704,0.876,1.192,57.848,0.819,52.031,62530,"nAd"
"89705-2",0.759,4.324,95.62,22.853,102,34,149,98,-0.094,-0.541,1.173,0.824,122.699,0.51,1.424,0.702,0.86,1.347,133.264,0.918,72.563,87205,"nAd"
"89705-2",1.226,5.215,94.506,17.81,98,34,136,96,-0.229,-0.594,1.39,1.122,120.394,0.566,1.239,0.807,0.891,1.496,109.134,1.173,115.834,139207,"nAd"
"90229-0",2.836,9.12,69.448,20.679,60,0,135,67,-0.512,2.006,2.56,1.411,15.932,0.428,1.814,0.551,0.846,2.689,12.095,1.591,196.972,273557,"Ad"
"90229-0",0.368,3.533,65.476,11.182,71,0,91,66,-1.345,5.291,0.83,0.564,36.275,0.37,1.471,0.68,0.822,0.931,41.496,0.662,24.091,33458,"nAd"
"90229-0",0.307,2.636,65.371,9.901,70,31,83,67,-0.607,-0.158,0.725,0.538,24.395,0.555,1.347,0.742,0.839,0.842,30.651,0.588,20.052,27848,"Ad"
"90229-0",1.332,6.142,59.821,23.143,73,0,104,67,-0.997,0.19,1.356,1.25,27.319,0.444,1.085,0.922,0.873,1.586,66.038,1.266,79.686,110668,"Ad"
"90229-0",1.558,7.796,65.457,14.396,66,0,94,66,-1.162,2.694,1.816,1.092,125.553,0.322,1.662,0.602,0.794,2.151,139.554,1.224,101.993,141649,"nAd"
"90229-0",1.636,6.928,59.515,16.004,60,0,100,60,-1.445,4.393,1.666,1.251,12.037,0.428,1.332,0.751,0.828,1.856,175.855,1.387,97.363,135219,"Ad"
"90229-0",0.205,2.307,68.404,11.68,69,27,89,69,-0.753,0.589,0.792,0.33,128.517,0.484,2.402,0.416,0.778,0.805,126.87,0.398,14.037,19495,"nAd"
"90229-0",0.277,2.812,73.795,17.678,61,12,115,74,-0.247,0.244,0.696,0.507,138.139,0.44,1.373,0.728,0.775,0.834,146.821,0.617,20.457,28411,"nAd"
"90229-0",0.344,2.79,68.471,12.891,84,6,91,70,-0.931,1.719,0.789,0.556,123.801,0.556,1.42,0.704,0.763,0.892,158.839,0.683,23.566,32729,NA
"90229-0",3.392,10.31,58.254,22.667,0,0,140,61,-0.729,1.576,2.691,1.605,133.321,0.401,1.677,0.596,0.833,3.171,132.6,1.985,197.605,274436,"nAd"
"90229-0",5.226,10.254,58.882,20.749,0,0,138,61,-0.788,1.574,3.27,2.035,86.482,0.625,1.607,0.622,0.915,3.412,92.705,2.05,307.718,427362,"nAd"
"90229-0",13.039,21.989,60.877,21.323,0,0,132,63,-1.012,1.643,4.581,3.624,135.658,0.339,1.264,0.791,0.838,5.408,163.274,3.905,793.783,1102413,"nAd"
"90229-0",2.465,8.152,65.713,15.426,79,0,134,67,-0.783,3.123,1.886,1.665,68.815,0.466,1.133,0.883,0.926,2.08,59.797,1.786,162.01,225001,"nAd"
"90229-0",11.367,20.066,63.108,21.989,0,0,141,67,-1.151,1.647,5.257,2.753,20.843,0.355,1.91,0.524,0.878,5.592,15.303,3,717.364,996282,"nAd"
"90229-0",2.392,9.516,57.607,19.2,58,0,103,62,-1.563,2.4,2.028,1.502,71.631,0.332,1.35,0.741,0.759,2.553,39.883,1.769,137.796,191372,"nAd"
"90229-0",0.278,2.367,63.751,6.405,66,29,77,65,-1.398,4.362,0.615,0.576,60.965,0.623,1.067,0.937,0.841,0.73,36.027,0.607,17.719,24608,"nAd"
"90229-0",1.851,8.407,62.561,12.843,66,0,109,64,-2.1,7.675,1.779,1.325,176.664,0.329,1.342,0.745,0.846,1.992,4.635,1.501,115.814,160844,"nAd"
"90229-0",2.49,9.106,62.388,12.717,63,0,91,63,-1.521,4.862,2.754,1.151,14.664,0.377,2.393,0.418,0.872,3.076,23.658,1.294,155.34,215737,"nAd"
"90229-0",0.651,4.239,57.139,18.027,53,0,107,57,-1.011,3.207,1.055,0.786,137.107,0.455,1.342,0.745,0.783,1.245,172.569,0.905,37.193,51654,"nAd"
"90229-0",0.917,4.596,67.422,12.312,73,6,117,68,-0.482,2.371,1.199,0.974,43.453,0.546,1.23,0.813,0.891,1.392,56.004,1.05,61.848,85895,"nAd"
"90229-0",0.716,3.536,80.091,18.551,98,0,115,85,-1.024,1.284,1.199,0.761,0.048,0.72,1.576,0.634,0.917,1.284,10.84,0.813,57.381,79691,"nAd"
"90229-0",0.991,228.593,67.581,15.965,76,0,125,71,-1.492,4.274,1.493,0.845,155.414,0.000238,1.767,0.566,0.756,65.552,158.523,36.756,66.957,92991,"nAd"
"90229-0",2.544,10.89,60.482,14.443,61,0,123,61,-0.248,3.722,2.772,1.169,165.153,0.27,2.372,0.422,0.827,2.896,159.382,1.456,153.861,213683,"nAd"
"90229-0",4.271,11.911,69.289,23.207,0,0,149,72,-0.787,2.351,3.197,1.701,20.819,0.378,1.88,0.532,0.872,3.49,12.433,1.841,295.902,410951,"Ad"
"90229-0",1.652,6.47,65.478,13.53,69,0,120,66,-0.464,2.261,1.759,1.196,46.369,0.496,1.471,0.68,0.886,1.916,52.97,1.311,108.155,150207,NA
"90229-0",2.56,7.095,70.014,22.478,71,0,149,70,-0.742,2.335,2.154,1.513,158.322,0.639,1.424,0.702,0.923,2.342,161.98,1.619,179.217,248898,"Ad"
"90229-0",1.693,6.956,72.166,26.197,0,0,143,76,-1.083,1.67,1.711,1.259,146.49,0.44,1.359,0.736,0.866,1.875,156.371,1.33,122.164,169663,"Ad"
"90229-0",0.798,3.681,98.953,26.078,119,0,145,103,-1.042,1.338,1.067,0.952,89.447,0.74,1.121,0.892,0.907,1.155,120.735,1.001,78.945,109640,"Ad"
"90229-0",3.152,9.026,76.608,15.663,83,0,138,78,-0.404,0.916,2.583,1.554,8.159,0.486,1.663,0.601,0.893,2.779,169.992,1.632,241.495,335390,"Ad"
"90229-0",0.591,3.706,60.459,23.477,0,0,129,63,-0.838,1.576,0.973,0.774,37.413,0.541,1.257,0.795,0.824,1.106,50.906,0.93,35.741,49637,"Ad"
"90229-0",0.655,4.032,73.383,23.436,79,0,123,77,-1.192,1.96,1.125,0.741,142.958,0.506,1.519,0.658,0.812,1.261,128.089,0.796,48.03,66705,"Ad"
"90229-0",2.002,6.885,77.062,21.634,88,0,140,83,-1.598,3.969,1.844,1.382,13.057,0.531,1.335,0.749,0.917,1.884,26.2,1.464,154.255,214231,"Ad"
"90229-0",0.493,2.844,66.618,11.242,62,36,119,65,1.478,3.863,0.911,0.689,161.437,0.766,1.321,0.757,0.923,1.008,154.799,0.737,32.858,45633,"Ad"
"90229-0",1.547,6.336,76.036,20.824,76,0,162,76,-0.173,4.984,1.696,1.162,157.301,0.484,1.46,0.685,0.856,1.807,139.214,1.357,117.656,163402,"Ad"
"90229-0",0.713,4.226,65.235,29.337,0,0,141,70,-0.656,0.326,1.16,0.783,149.48,0.502,1.482,0.675,0.852,1.235,132.357,0.808,46.502,64583,"Ad"
"90229-0",1.114,5.346,68.228,10.675,71,21,91,69,-0.691,0.9,1.627,0.872,18.517,0.49,1.865,0.536,0.925,1.655,16.966,0.88,76,105549,"Ad"
"90229-0",2.836,8.467,68.326,21.94,61,0,143,67,-0.071,1.544,2.461,1.468,144.544,0.497,1.676,0.596,0.891,2.457,139.874,1.563,193.788,269135,"Ad"
"90229-0",0.261,2.392,71.972,18.075,69,3,127,71,0.052,0.866,0.854,0.388,153.12,0.572,2.199,0.455,0.826,0.886,144.866,0.443,18.76,26054,"Ad"
"90229-0",1.459,5.159,74.917,27.103,0,0,149,76,-0.647,1.734,1.508,1.232,146.546,0.689,1.224,0.817,0.909,1.594,173.234,1.294,109.289,151782,"Ad"
"90229-0",1.313,5.003,74.432,16.683,80,0,148,75,0.007,5.049,1.838,0.909,43.251,0.659,2.022,0.495,0.934,1.848,39.699,0.949,97.702,135690,"Ad"
"90229-0",0.386,3.005,86.638,17.382,91,1,138,85,0.081,1.267,0.759,0.648,171.895,0.537,1.171,0.854,0.893,0.774,165.964,0.695,33.437,46438,"Ad"
"90229-0",2.523,9.722,69.836,23.275,0,0,148,71,-0.451,1.629,2.158,1.489,127.399,0.335,1.45,0.69,0.871,2.308,125.538,1.67,176.197,244704,"Ad"
"90229-0",0.349,3.628,71.031,14.141,60,13,96,72,-0.59,0.207,0.967,0.46,118.913,0.333,2.101,0.476,0.787,1.027,130.764,0.541,24.805,34450,NA
"90229-0",0.234,2.383,67.283,13.033,66,44,116,66,1.101,1.43,0.844,0.353,119.981,0.518,2.392,0.418,0.852,0.902,112.751,0.408,15.745,21867,NA
"90229-0",0.866,3.694,75.679,17.941,81,25,155,74,1.507,3.895,1.133,0.974,161.515,0.797,1.164,0.859,0.949,1.211,167.196,1.001,65.554,91042,"Ad"
