"MouseID","Area","Perim.","Mean","StdDev","Mode","Min","Max","Median","Skew","Kurt","Major","Minor","Angle","Circ.","AR","Round","Solidity","Feret","FeretAngle","MinFeret","IntDen","RawIntDen","TumourCalling"
"88885-3",0.446,3.761,68.697,12.92,71,15,105,68,0.146,0.05,0.886,0.641,44.712,0.396,1.382,0.724,0.707,1.059,83.83,0.724,30.657,37852,"nAd"
"88885-3",3.904,10.956,71.052,20.16,69,0,130,70,-0.12,0.376,2.863,1.736,42.739,0.409,1.649,0.606,0.865,3.142,42.797,1.946,277.369,342471,"nAd"
"88885-3",1.979,6.73,77.446,22.053,77,24,156,75,1.144,1.458,2.312,1.09,160.897,0.549,2.122,0.471,0.897,2.499,165.489,1.152,153.235,189201,"Ad"
"88885-3",0.342,3.889,71.178,18.311,59,9,127,69,0.461,0.163,0.929,0.468,139.857,0.284,1.984,0.504,0.623,1.255,147.031,0.672,24.327,30037,NA
"88885-3",0.215,2.256,70.581,19.561,54,0,131,67,0.522,1.171,0.624,0.438,70.041,0.53,1.424,0.702,0.792,0.752,60.524,0.479,15.148,18704,"nAd"
"88885-3",1.183,5.226,69.684,16.781,69,0,128,70,-0.296,2.64,1.319,1.142,19.959,0.545,1.154,0.866,0.831,1.481,177.797,1.304,82.455,101808,"nAd"
"88885-3",0.314,2.869,79.531,24.962,56,36,147,74,0.632,-0.46,0.666,0.601,45.276,0.48,1.108,0.903,0.795,0.793,21.038,0.683,24.992,30858,"nAd"
"88885-3",2.414,8.796,66.14,14.681,71,0,118,66,-0.232,0.644,1.936,1.587,177.632,0.392,1.22,0.82,0.883,2.078,156.595,1.704,159.631,197098,"nAd"
"88885-3",2.449,8.606,63.927,14.113,71,0,100,65,-0.345,0.138,2.224,1.402,8.988,0.416,1.587,0.63,0.876,2.271,164.745,1.452,156.566,193314,"nAd"
"88885-3",5.443,14.253,59.562,13.164,62,1,123,60,-0.339,0.832,2.723,2.546,104.327,0.337,1.069,0.935,0.855,3.238,102.693,2.753,324.219,400317,"nAd"
"88885-3",1.061,5.517,67.778,16.635,69,0,128,69,-0.502,0.733,1.304,1.036,158.628,0.438,1.259,0.795,0.817,1.436,13.761,1.249,71.911,88789,"nAd"
"88885-3",0.893,5.435,60.269,16.758,60,0,93,62,-1.123,1.926,1.147,0.991,33.916,0.38,1.158,0.864,0.782,1.606,29.745,1.164,53.84,66477,"nAd"
"88885-3",1.371,6.945,74.774,20.545,83,0,128,76,-0.368,0.144,1.407,1.24,6.679,0.357,1.135,0.881,0.851,1.579,33.977,1.315,102.528,126593,"Ad"
"88885-3",0.731,4.167,62.312,13.231,59,20,122,62,0.402,1.524,1.053,0.883,145.114,0.529,1.193,0.838,0.835,1.208,136.909,1.057,45.521,56205,"nAd"
"88885-3",0.239,2.49,70.908,14.783,64,44,105,67,0.417,-0.843,0.865,0.352,150.375,0.484,2.461,0.406,0.738,0.968,151.928,0.489,16.942,20918,"nAd"
"88886-0",1.842,5.746,83.679,18.843,82,0,143,83,-0.503,1.09,1.615,1.452,32.174,0.701,1.113,0.899,0.942,1.661,30.114,1.5,154.155,186688,"Ad"
"88886-0",2.966,9.98,66.438,19.499,74,0,153,66,0.046,3.393,2.46,1.535,122.318,0.374,1.602,0.624,0.853,2.786,137.09,1.727,197.059,238646,"Ad"
"88886-0",15.041,16.814,109.969,25.122,126,0,151,119,-1.151,0.83,6.209,3.084,10.307,0.669,2.013,0.497,0.958,6.11,16.39,3.108,1654.025,2003090,"Ad"
"88886-0",10.165,19.279,70.938,31.293,0,0,148,74,-0.679,0.117,3.843,3.367,131.331,0.344,1.141,0.876,0.795,4.922,164.422,3.976,721.076,873252,NA
"88886-0",1.206,4.579,66.917,11.585,69,30,133,68,0.166,2.056,1.425,1.078,37.609,0.723,1.322,0.756,0.931,1.569,28.443,1.118,80.729,97766,"Ad"
"88886-0",0.373,2.555,78.082,11.369,73,48,116,77,0.479,0.696,0.893,0.532,31.692,0.719,1.677,0.596,0.904,0.957,48.652,0.553,29.143,35293,NA
"88886-0",0.22,2.318,68.977,14.876,61,45,118,66,1.05,0.693,0.777,0.36,81.7,0.514,2.158,0.463,0.779,0.902,67.521,0.423,15.151,18348,NA
"88886-0",0.944,4.939,75.993,25.179,68,0,144,70,0.427,0.716,1.309,0.918,139.019,0.486,1.427,0.701,0.801,1.473,107.021,0.968,71.723,86860,NA
"88886-0",1.846,5.624,75.487,15.098,66,3,147,75,0.23,1.652,1.736,1.354,163.732,0.733,1.282,0.78,0.935,1.79,161.274,1.432,139.374,168788,"Ad"
"88886-0",0.27,2.66,66.893,19.242,60,38,150,61,1.95,3.876,0.7,0.491,20.751,0.48,1.427,0.701,0.824,0.838,22.166,0.552,18.062,21874,"Ad"
"88886-0",0.214,2.569,75.683,21.945,57,47,135,69,1.084,0.257,0.682,0.4,18.23,0.407,1.706,0.586,0.659,0.835,49.185,0.514,16.186,19602,NA
"88886-0",0.405,2.859,76.861,12.846,77,30,134,76,0.431,1.211,0.903,0.57,19.052,0.622,1.584,0.631,0.829,0.959,8.616,0.661,31.099,37662,"Ad"
"88886-0",2.774,8.636,69.19,19.698,68,0,127,70,-0.425,1.08,2.755,1.282,51.664,0.467,2.148,0.465,0.839,2.897,36.529,1.42,191.966,232478,"nAd"
"88886-0",0.361,3.456,84.565,23.731,59,42,127,84,0.005,-1.393,0.794,0.579,91.299,0.38,1.371,0.729,0.692,1.069,126.254,0.685,30.515,36955,"nAd"
"88886-0",4.52,10.994,78.336,19.112,68,12,125,79,-0.255,-0.327,4.128,1.394,84.531,0.47,2.961,0.338,0.909,4.085,97.275,1.529,354.087,428814,"nAd"
"88886-0",1.286,5.942,67.734,17.304,63,35,133,63,1.351,1.911,1.635,1.001,7.588,0.458,1.633,0.612,0.86,1.772,171.607,1.075,87.084,105462,"Ad"
"88886-0",0.297,2.383,69.467,20.096,55,42,141,63,1.405,1.589,0.897,0.422,160.486,0.658,2.126,0.47,0.878,0.969,168.024,0.476,20.65,25008,"Ad"
"88886-0",3.916,8.991,77.441,18.849,66,24,125,75,0.199,-0.85,2.793,1.785,6.345,0.609,1.565,0.639,0.921,3.018,178.909,1.879,303.233,367227,NA
"88886-0",0.218,2.579,78.473,24.364,80,17,153,75,0.95,0.823,0.763,0.364,179.198,0.412,2.099,0.476,0.765,0.851,168.311,0.431,17.107,20717,"Ad"
"88886-0",0.673,4.084,79.843,15.107,84,39,139,80,0.714,2.007,1.018,0.842,1.431,0.507,1.21,0.827,0.835,1.275,22.521,0.891,53.732,65072,"Ad"
"88886-0",5.427,12,84.367,21.558,87,0,150,87,-0.854,1.833,4.834,1.429,7.765,0.474,3.382,0.296,0.936,4.909,5.711,1.599,457.84,554463,"Ad"
"88886-0",5.391,12.489,69.403,20.147,66,0,146,70,-0.504,2.755,3.536,1.941,166.046,0.434,1.822,0.549,0.853,3.611,174.063,2.121,374.169,453134,"Ad"
"88886-0",0.233,1.787,98.603,21.167,112,28,131,104,-0.972,0.312,0.61,0.486,95.487,0.916,1.255,0.797,0.935,0.643,100.305,0.489,22.96,27806,"nAd"
"88886-0",2.902,8.375,78.848,21.617,74,0,153,78,-0.136,1.174,2.872,1.286,9.385,0.52,2.233,0.448,0.897,3.18,6.226,1.412,228.788,277072,"Ad"
"88886-0",0.39,3.445,76.998,16.16,86,23,128,78,-0.043,-0.055,0.88,0.564,162.732,0.413,1.561,0.641,0.742,1.02,9.728,0.698,30.01,36343,"Ad"
"88886-0",1.637,5.235,85.856,20.045,80,0,161,85,0.313,2.099,1.713,1.217,179.84,0.751,1.407,0.711,0.955,1.759,4.686,1.236,140.583,170252,"Ad"
"88886-0",8.228,12.946,87.235,23.768,92,0,159,90,-1.167,2.598,3.896,2.689,105.438,0.617,1.449,0.69,0.962,4.036,115.288,2.771,717.737,869208,"Ad"
"88886-0",0.824,3.627,80.079,18.992,74,0,150,80,-0.007,3.95,1.12,0.937,158.261,0.787,1.196,0.836,0.934,1.273,151.699,0.986,65.992,79919,"Ad"
"88886-0",0.435,2.687,90.596,20.189,88,38,148,87,0.554,0.123,0.89,0.623,110.841,0.758,1.429,0.7,0.917,0.925,143.842,0.638,39.424,47744,"Ad"
"88886-0",1.754,7.076,70.949,23.677,68,0,165,68,0.93,3.052,1.847,1.209,151.489,0.44,1.527,0.655,0.877,1.937,144.66,1.332,124.434,150695,"Ad"
"88886-0",1.888,6.775,70.515,21.972,75,0,151,73,-0.81,3.345,1.598,1.505,1.902,0.517,1.062,0.942,0.886,1.764,163.926,1.58,133.165,161268,"Ad"
"88886-0",1.26,5.603,73.058,13.86,66,41,120,73,0.474,0.124,2.046,0.784,170.791,0.504,2.608,0.383,0.906,2.014,165.964,0.821,92.059,111487,"nAd"
"88988-1",0.223,1.869,109.613,22.197,103,36,152,112,-0.85,0.835,0.689,0.412,63.461,0.802,1.671,0.598,0.921,0.762,57.529,0.455,24.441,28609,"nAd"
"88988-1",0.214,2.076,117.932,32.099,157,44,175,119,-0.205,-0.914,0.709,0.384,44.107,0.623,1.847,0.541,0.822,0.758,27.553,0.456,25.187,29483,"nAd"
"88988-1",1.147,4.801,89.2,16.139,86,7,122,89,-0.449,0.705,1.402,1.042,15.55,0.625,1.345,0.744,0.944,1.433,20.283,1.081,102.341,119796,"nAd"
"88988-1",0.284,2.572,77.09,14.154,75,21,116,78,-0.487,0.943,0.708,0.512,47.202,0.541,1.384,0.723,0.824,0.749,20.556,0.56,21.931,25671,"nAd"
"88988-1",0.358,3.498,80.506,18.796,78,11,137,78,0.585,0.568,0.955,0.477,92.076,0.368,2.002,0.499,0.691,1.193,107.103,0.643,28.817,33732,"nAd"
"88988-1",1.228,5.5,71.141,13.674,73,0,96,73,-1.1,2.351,1.467,1.067,142.12,0.51,1.375,0.727,0.879,1.636,131.379,1.149,87.396,102301,"nAd"
"88988-1",1.084,5.769,68.489,14.564,65,0,119,69,-0.762,3.766,1.574,0.877,178.442,0.409,1.794,0.557,0.897,1.737,6.766,0.934,74.25,86913,"nAd"
"88988-1",0.566,3.205,68.579,8.236,73,24,88,69,-0.631,1.496,0.982,0.735,175.896,0.693,1.336,0.748,0.937,1.008,163.142,0.76,38.843,45468,"nAd"
"88988-1",0.306,2.964,70,9.477,78,22,90,71,-0.789,1.502,0.736,0.529,87.921,0.438,1.391,0.719,0.763,0.889,117.408,0.62,21.409,25060,"nAd"
"88988-1",2.136,8.506,69.921,22.415,65,0,146,72,-0.523,1.079,1.726,1.576,18.6,0.371,1.095,0.913,0.825,2.025,159.734,1.727,149.333,174802,"nAd"
"88988-1",1.786,8.286,78.387,21.699,78,0,135,80,-1.168,2.673,1.596,1.425,90.204,0.327,1.12,0.893,0.874,1.757,45.674,1.544,140.025,163907,"nAd"
"88988-1",0.469,3.294,69.678,9.736,63,1,92,70,-1.337,7.057,0.796,0.751,27.287,0.543,1.06,0.944,0.8,1.001,173.29,0.784,32.679,38253,"nAd"
"88988-1",0.365,2.341,77.588,9.487,78,36,98,78,-0.476,0.66,0.759,0.612,46.166,0.837,1.239,0.807,0.934,0.798,66.251,0.62,28.303,33130,"nAd"
"88988-1",1.152,4.711,72.289,16.933,70,17,158,72,1.538,6.752,1.263,1.161,107.59,0.652,1.088,0.919,0.887,1.401,66.644,1.195,83.248,97446,"nAd"
"88988-1",1.603,7.77,65.111,19.644,75,0,136,70,-1.035,1.78,1.789,1.141,144.208,0.334,1.568,0.638,0.791,1.943,135,1.377,104.351,122148,"nAd"
"88988-1",1.43,6.999,76.864,21.017,60,0,122,77,-0.965,2.088,1.822,0.999,143.521,0.367,1.823,0.548,0.831,2.029,138.504,1.074,109.922,128670,"nAd"
"88988-1",1.416,6.506,79.228,28.585,0,0,142,85,-1.389,1.734,1.52,1.186,160.019,0.42,1.282,0.78,0.851,1.72,148.201,1.378,112.153,131281,"nAd"
"88988-1",2.489,9.933,78.103,23.992,94,0,145,81,-0.99,1.709,2.16,1.468,31.176,0.317,1.471,0.68,0.864,2.345,10.049,1.586,194.431,227592,"nAd"
"88988-1",0.466,4.86,68.353,8.513,71,0,84,69,-1.614,7.628,0.839,0.708,14.428,0.248,1.185,0.844,0.751,1.078,40.601,0.737,31.883,37321,"nAd"
"88988-1",0.569,2.947,76.422,10.278,81,30,100,77,-0.771,1.535,0.905,0.8,44.084,0.824,1.131,0.884,0.946,0.943,60.255,0.827,43.481,50897,"nAd"
"88988-1",0.229,2.392,85.679,19.552,95,35,148,85,0.53,0.516,0.866,0.337,172.526,0.503,2.572,0.389,0.729,0.934,159.864,0.467,19.616,22962,"nAd"
"88988-1",4.512,12.97,65.647,24.26,0,0,110,71,-1.323,1.337,2.565,2.24,139.513,0.337,1.145,0.874,0.84,2.829,23.121,2.541,296.226,346748,"nAd"
"88988-1",1.966,6.942,77.609,23.44,78,0,123,80,-1.061,1.508,1.857,1.348,142.147,0.513,1.378,0.725,0.881,2.238,139.236,1.558,152.56,178579,"nAd"
"88988-1",1.065,6.352,72.423,16.015,73,0,105,75,-1.472,3.443,1.368,0.991,18.17,0.332,1.38,0.725,0.818,1.54,33.389,1.106,77.153,90312,"nAd"
"88988-1",2.004,7.536,81.217,23.699,75,0,155,75,0.382,1.178,2.448,1.042,147.601,0.443,2.348,0.426,0.873,2.579,144.689,1.159,162.774,190535,"nAd"
"88988-1",0.209,2.203,78.31,8.527,83,45,92,80,-1.235,1.992,0.612,0.435,168.202,0.542,1.406,0.711,0.779,0.738,146.31,0.549,16.391,19186,"nAd"
"88988-1",1.125,5.982,71.97,13.815,75,0,115,72,-1.221,6.004,1.699,0.843,5.177,0.395,2.015,0.496,0.84,1.775,20.225,0.935,80.975,94785,"nAd"
"88988-1",7.456,11.678,70.387,22.282,78,0,159,72,-0.562,1.884,3.207,2.96,33.06,0.687,1.084,0.923,0.938,3.585,170.614,2.988,524.828,614338,"nAd"
"88988-1",7.041,14.382,79.172,31.764,0,0,166,81,-0.64,0.678,3.72,2.41,32.603,0.428,1.544,0.648,0.866,4.203,53.768,2.724,557.458,652534,"nAd"
"88988-1",6.547,13.336,79.718,26.38,0,0,148,82,-1.175,1.738,3.402,2.451,20.814,0.463,1.388,0.72,0.895,3.762,44.37,2.621,521.943,610962,"nAd"
"88988-1",4.404,9.54,77.414,23.232,78,0,148,79,-1.362,3.137,2.687,2.086,155.229,0.608,1.288,0.776,0.929,2.953,144.265,2.126,340.922,399067,"nAd"
"88988-1",11.543,17.367,73.985,20.445,78,0,133,75,-0.938,2.255,4.242,3.465,27.858,0.481,1.224,0.817,0.901,4.733,27.989,3.796,854.029,999686,"nAd"
"88988-1",8.437,13.945,76.083,21.101,81,0,132,80,-1.637,3.456,3.792,2.833,10.448,0.545,1.338,0.747,0.947,4.011,161.301,2.83,641.913,751393,"nAd"
"88988-1",0.233,2.076,85.502,16.317,68,35,123,85,0.015,-0.506,0.742,0.4,38.554,0.68,1.856,0.539,0.845,0.827,32.005,0.455,19.941,23342,"nAd"
"88988-1",9.115,14.185,78.186,17.727,86,0,122,81,-1.717,4.632,4.211,2.756,1.48,0.569,1.528,0.654,0.939,4.444,153.435,2.718,712.694,834245,"nAd"
"88988-1",2.413,7.676,83.4,18.988,86,0,140,85,-0.684,2.542,2.134,1.44,56.316,0.514,1.482,0.675,0.884,2.274,52.836,1.65,201.205,235521,"nAd"
"88988-2",7.989,11.552,78.773,16.776,74,0,147,79,-0.708,2.594,3.364,3.024,58.772,0.752,1.112,0.899,0.969,3.529,35.281,3.041,629.314,852248,"Ad"
"88988-2",0.819,4.106,71.743,13.813,75,28,147,72,1.638,6.068,1.181,0.883,12.476,0.61,1.338,0.747,0.918,1.247,20.41,0.889,58.751,79563,"Ad"
"88988-2",0.69,4.154,76.404,15.275,63,13,121,74,0.229,0.304,1.018,0.864,14.588,0.503,1.179,0.848,0.856,1.153,8.13,0.897,52.751,71438,"Ad"
"88988-2",3.486,8.164,81.078,18.999,77,0,135,81,-0.752,2.519,2.508,1.77,4.996,0.657,1.417,0.706,0.956,2.65,5.886,1.875,282.641,382767,"Ad"
"88988-2",9.131,14.369,78.722,19.53,71,0,150,79,-0.599,1.508,4.345,2.676,171.828,0.556,1.624,0.616,0.937,4.631,172.583,2.76,718.831,973477,"Ad"
"88988-2",8.526,13.041,89.318,24.282,77,0,161,91,-0.352,0.112,3.524,3.081,8.955,0.63,1.144,0.874,0.948,3.774,16.739,3.179,761.505,1031268,"Ad"
"88988-2",3.96,9.867,70.458,12.347,68,0,119,70,-1.472,7.772,2.27,2.222,112.576,0.511,1.022,0.979,0.929,2.414,31.185,2.333,279.024,377868,"Ad"
"88988-2",2.678,7.018,80.819,18.892,59,0,129,81,-0.41,0.499,1.906,1.789,86.473,0.683,1.065,0.939,0.947,1.993,101.004,1.832,216.452,293130,"Ad"
"88988-2",16.476,16.136,99.534,23.162,114,0,150,106,-1.383,3.011,4.974,4.217,179.673,0.795,1.179,0.848,0.981,5.279,2.951,4.341,1639.881,2220809,"Ad"
"88988-2",5.611,9.211,93.414,22.507,107,0,146,99,-1.599,3.993,3.257,2.194,161.956,0.831,1.485,0.674,0.979,3.297,156.181,2.211,524.168,709854,"Ad"
"88988-2",7.289,10.505,95.495,22.283,114,0,162,99,-0.605,0.527,3.38,2.745,22.894,0.83,1.231,0.812,0.978,3.421,30.027,2.747,696.055,942633,"Ad"
"88988-2",0.279,2.221,58.905,5.036,55,49,74,59,0.242,-0.549,0.749,0.475,141.166,0.711,1.577,0.634,0.869,0.79,130.815,0.529,16.442,22266,"nAd"
"88988-2",1.176,4.872,71.356,16.935,72,0,123,74,-2.505,8.55,1.686,0.888,167.598,0.622,1.899,0.526,0.944,1.642,167.574,0.884,83.883,113599,NA
"88988-2",10.847,13.986,92.245,25.106,72,0,152,95,-0.555,0.234,4.172,3.31,163.073,0.697,1.26,0.793,0.965,4.424,152.963,3.431,1000.611,1355078,"Ad"
"88988-2",12.168,13.519,105.061,27.581,142,0,149,109,-0.421,-0.555,4.5,3.443,7.682,0.837,1.307,0.765,0.984,4.514,11.107,3.378,1278.425,1731307,"Ad"
"88988-2",2.534,5.971,96.057,18.44,108,0,146,99,-1.71,6.449,1.969,1.639,179.935,0.893,1.201,0.832,0.976,2.002,172.2,1.63,243.431,329666,"Ad"
"88988-2",0.483,3.201,66.02,8.607,64,32,101,65,0.905,2.87,0.922,0.667,131.985,0.592,1.381,0.724,0.884,0.98,123.69,0.724,31.883,43177,"nAd"
"88988-2",0.905,4.873,65.899,8.452,62,17,106,66,1.18,5.132,1.283,0.898,156.019,0.479,1.429,0.7,0.864,1.401,161.917,0.924,59.609,80726,"Ad"
"88988-2",0.694,3.168,67.374,6.743,68,44,89,68,-0.399,-0.108,1.101,0.803,8.66,0.869,1.372,0.729,0.96,1.101,15.751,0.788,46.765,63332,"Ad"
"88988-2",2.921,6.824,77.006,25.267,0,0,152,80,-1.276,2.979,2.185,1.702,48.428,0.788,1.284,0.779,0.949,2.301,22.932,1.701,224.949,304637,"Ad"
"88988-2",3.212,10.193,76.544,21.015,62,0,150,76,-0.593,2.565,3.469,1.179,178.01,0.388,2.943,0.34,0.873,3.728,2.925,1.401,245.867,332965,"Ad"
"88988-2",3.44,8.307,71.247,17.53,75,0,155,73,-0.798,5.833,2.66,1.647,75.762,0.626,1.615,0.619,0.913,2.737,83.157,1.923,245.111,331941,"Ad"
"88988-2",1.023,4.889,68.876,12.981,72,0,140,70,-2.341,12.715,1.29,1.01,168.091,0.538,1.277,0.783,0.906,1.349,161.2,1.033,70.491,95462,"Ad"
"88988-2",1.949,6.619,70.621,9.595,77,5,96,71,-0.379,0.479,2.739,0.906,7.214,0.559,3.023,0.331,0.952,2.694,8.702,0.944,137.618,186369,"nAd"
"88988-2",2.843,7.146,67.463,8.045,64,23,87,67,-0.086,-0.404,2.788,1.298,123.024,0.7,2.147,0.466,0.94,2.782,121.827,1.374,191.792,259734,"Ad"
"88988-2",8.064,13.963,73.655,22.906,0,0,147,78,-1.436,3.144,3.607,2.846,164.905,0.52,1.267,0.789,0.857,4.457,157.031,3.036,593.921,804317,"Ad"
"88988-2",2.396,6.987,70.998,17.245,72,0,116,72,-2.205,7.193,2.073,1.472,157.19,0.617,1.408,0.71,0.959,2.218,143.973,1.469,170.123,230389,"Ad"
"88988-2",2.984,7.225,75.3,17.816,90,0,130,78,-1.737,5.328,2.13,1.784,8.49,0.718,1.194,0.838,0.933,2.451,35.981,1.779,224.69,304286,"Ad"
"88988-2",2.591,7.645,73.196,19.176,75,0,133,75,-1.459,4.632,2.361,1.397,173.227,0.557,1.69,0.592,0.938,2.448,171.06,1.413,189.658,256845,"Ad"
"88988-2",0.289,2.016,70.026,6.833,71,50,96,71,0.073,0.572,0.629,0.586,108.849,0.895,1.073,0.932,0.941,0.673,133.363,0.598,20.27,27450,"Ad"
"89115-0",0.482,3.415,108.407,25.849,96,19,167,107,-0.021,-0.389,0.905,0.679,112.383,0.52,1.333,0.75,0.855,0.978,98.616,0.762,52.295,60925,"nAd"
"89115-0",0.778,3.701,83.603,19.839,91,0,140,86,-1.071,3.009,1.167,0.848,171.274,0.713,1.375,0.727,0.911,1.317,147.724,0.903,65.015,75744,"nAd"
"89115-0",0.407,2.535,73.095,16.22,83,0,98,76,-1.61,4.082,0.88,0.589,91.343,0.796,1.495,0.669,0.93,0.91,104.931,0.586,29.739,34647,"nAd"
"89115-0",1.779,8.223,63.933,14.741,66,0,140,65,-0.958,9.874,2.18,1.039,27.539,0.331,2.098,0.477,0.812,2.329,21.4,1.164,113.76,132534,"nAd"
"89115-0",0.33,2.608,73.309,16.308,85,0,98,77,-2.087,5.256,0.931,0.452,83.515,0.611,2.058,0.486,0.811,0.966,104.036,0.511,24.226,28224,"nAd"
"89115-0",1.288,5.927,85.371,24.295,93,0,142,93,-1.813,3.58,1.864,0.88,159.448,0.461,2.119,0.472,0.836,2.271,149.797,0.931,109.917,128057,"nAd"
"89115-0",3.362,12.84,68.858,25.518,0,0,145,70,-0.725,1.559,2.551,1.678,85.019,0.256,1.52,0.658,0.792,2.794,80.34,1.942,231.51,269716,"nAd"
"89115-0",0.316,3.129,66.514,10.221,63,22,108,65,0.985,3.528,0.708,0.568,97.852,0.405,1.246,0.803,0.708,0.894,58.392,0.672,21.01,24477,"nAd"
"89115-0",0.427,3.015,65.761,18.014,72,0,93,70,-1.683,3.01,0.925,0.587,108.093,0.59,1.574,0.635,0.841,1.14,115.907,0.689,28.053,32683,"nAd"
"89115-0",0.33,2.632,68.542,6.217,68,45,85,68,-0.216,0.306,0.774,0.542,72.079,0.598,1.429,0.7,0.806,0.935,57.804,0.599,22.592,26320,"nAd"
"89115-0",0.261,2.035,71.408,6.321,75,49,92,72,-0.591,0.859,0.666,0.499,97.143,0.792,1.336,0.749,0.902,0.715,124.992,0.553,18.633,21708,"nAd"
"89115-0",0.239,1.973,74.324,7.713,77,21,89,76,-1.77,8.373,0.644,0.472,122.817,0.77,1.366,0.732,0.881,0.735,113.499,0.52,17.735,20662,"nAd"
"89115-0",1.672,7.512,60.467,26.792,0,0,120,68,-1.1,0.297,1.704,1.25,3.238,0.372,1.363,0.733,0.779,2.022,179.17,1.441,101.105,117790,"nAd"
"89115-0",0.763,4.307,68.489,17.485,70,0,121,71,-1.936,5.565,1.047,0.928,178.962,0.517,1.127,0.887,0.816,1.287,11.821,0.986,52.262,60887,"nAd"
"89115-0",2.366,9.323,77.498,27.853,72,0,154,76,-0.26,1.029,2.343,1.285,170.57,0.342,1.823,0.549,0.82,2.745,163.887,1.616,183.33,213585,"nAd"
"89115-0",0.315,2.315,71.063,8.617,72,38,99,70,0.161,0.852,0.861,0.466,100.056,0.739,1.849,0.541,0.927,0.883,95.711,0.479,22.386,26080,"nAd"
"89115-0",1.113,5.931,61.922,14.648,70,0,85,65,-2.242,6.126,1.409,1.006,170.576,0.398,1.4,0.714,0.853,1.564,167.005,1.107,68.936,80313,"nAd"
"89115-0",2.177,8.319,73.704,26.603,0,0,139,78,-1.162,1.56,2.099,1.32,25.698,0.395,1.59,0.629,0.859,2.292,4.399,1.443,160.436,186913,"nAd"
"89115-0",3.302,9.599,78.532,21.127,76,0,148,79,-0.853,3.408,3.038,1.384,135.77,0.45,2.195,0.456,0.844,3.258,142.306,1.627,259.318,302113,"nAd"
"89115-0",1.55,6.932,66.108,18.809,70,0,109,69,-1.854,4.436,1.514,1.304,1.445,0.405,1.161,0.861,0.818,1.749,8.673,1.429,102.479,119391,"nAd"
"89115-0",3.018,9.264,76.084,21.444,72,0,138,76,-0.859,2.306,2.237,1.718,73.686,0.442,1.302,0.768,0.882,2.425,43.531,1.766,229.619,267513,"nAd"
"89115-0",0.431,3.109,82.04,13.628,78,45,119,82,-0.091,-0.213,0.795,0.69,33.823,0.56,1.153,0.867,0.841,0.905,29.055,0.769,35.35,41184,"nAd"
"89115-0",0.512,3.668,90.473,23.912,62,0,156,91,-0.097,-0.181,1.135,0.574,156.755,0.478,1.979,0.505,0.799,1.196,149.036,0.721,46.284,53922,"nAd"
"89704-0",0.402,2.626,141.104,20.746,146,36,175,146,-2.121,5.942,0.841,0.609,109.261,0.733,1.38,0.724,0.879,0.893,102.724,0.674,56.781,71963,NA
"89704-0",4.052,7.75,114.281,21.751,135,0,142,120,-1.894,6.363,2.552,2.022,165.301,0.848,1.262,0.792,0.976,2.624,164.476,2.051,463.118,586948,"Ad"
"89704-0",6.193,11.333,102.584,36.385,0,0,156,114,-1.885,2.729,3.027,2.605,161.561,0.606,1.162,0.861,0.968,3.101,160.416,2.627,635.313,805184,"Ad"
"89704-0",7.924,13.048,98.978,24.955,127,0,163,100,-1.287,3.4,4.358,2.315,116.478,0.585,1.883,0.531,0.944,4.769,113.243,2.591,784.325,994040,"Ad"
"89704-0",2.904,8.714,100.254,26.313,94,0,170,100,-0.98,2.777,2.272,1.628,33.391,0.481,1.396,0.716,0.917,2.368,33.879,1.736,291.178,369034,"Ad"
"89704-0",0.858,4.105,95.904,13.487,90,0,152,95,-1.39,11.853,1.052,1.038,166.756,0.64,1.013,0.987,0.931,1.163,37.147,1.011,82.255,104248,"Ad"
"89704-0",6.023,12.064,96.831,32.459,0,0,175,106,-1.649,2.725,3.291,2.33,39.776,0.52,1.412,0.708,0.916,3.714,30.444,2.452,583.178,739109,"Ad"
"89704-0",4.74,9.947,94.431,25.55,104,0,171,96,-1.485,4.441,2.77,2.178,141.19,0.602,1.272,0.786,0.952,2.805,145.196,2.261,447.575,567249,"Ad"
"89704-0",0.264,1.948,88.623,8.644,90,27,141,90,-0.132,11.532,0.617,0.544,93.2,0.873,1.134,0.882,0.936,0.641,127.875,0.534,23.355,29600,"Ad"
"89704-0",5.051,9.652,108.471,26.155,127,0,163,114,-2.115,6.291,2.75,2.338,101.948,0.681,1.176,0.85,0.927,2.972,120.685,2.588,547.84,694323,"Ad"
"89704-0",1.345,5.263,90.191,11.419,90,0,154,90,0.225,7.648,1.355,1.263,139.316,0.61,1.072,0.933,0.897,1.506,98.584,1.279,121.263,153686,"Ad"
"89704-0",3.926,9.138,104.272,28.531,123,0,165,110,-1.592,3.582,2.711,1.844,51.709,0.591,1.47,0.68,0.842,3.058,23.268,2.049,409.392,518856,"Ad"
"89704-0",0.521,2.699,93.435,14.371,86,69,155,90,1.841,3.882,0.841,0.789,177.611,0.898,1.066,0.938,0.954,0.896,32.196,0.787,48.657,61667,"Ad"
"89704-0",7.266,12.222,106.677,33.691,0,0,188,115,-1.699,3.178,4.023,2.299,26.025,0.611,1.75,0.571,0.946,4.039,23.356,2.384,775.132,982389,"Ad"
"89704-0",2.036,6.976,94.171,23.862,79,0,148,96,-1.658,4.83,1.738,1.492,168.751,0.526,1.164,0.859,0.907,1.84,164.055,1.601,191.778,243056,"Ad"
